Exact Match,FishStatNameID,Taxon Key,FishStatName,FishStatTaxaName,CommonName,Matching Name,Fixed,Notes,Group,Order,Species,Genus,Totalmt,Capture,Aquaculture,Trade,Canada
0,516,,Chilean kelp,Chilean kelp,Chilean kelp,Chilean kelp,-1,Phaeophyta,,,,,3616378,1,0,0,0
1,517,690609,Chilean knife shrimp,Chilean knife shrimp,Chilean knife shrimp,Chilean knife shrimp,,,,,,,3515,1,0,0,0
1,518,690076,Chilean mussel,Chilean mussel,Chilean mussel,Chilean mussel,,,,,,,2159415,1,1,0,0
1,519,690077,Chilean nylon shrimp,Chilean nylon shrimp,Chilean nylon shrimp,Chilean nylon shrimp,,,,,,,338812,1,0,0,0
1,520,612942,Chilean sandperch,Chilean sandperch,Chilean sandperch,Chilean sandperch,,,,,,,387,1,0,0,0
1,521,690078,Chilean sea urchin,Chilean sea urchin,Chilean sea urchin,Chilean sea urchin,,,,,,,1234398,1,0,0,0
1,522,690677,Chilean semele,Chilean semele,Chilean semele,Chilean semele,,,,,,,43994,1,0,0,0
1,523,608172,Chilean silverside,Chilean silverside,Chilean silverside,Chilean silverside,,,,,,,70746,1,0,0,0
1,524,603971,Chilipepper rockfish,Chilipepper rockfish,Chilipepper rockfish,Chilipepper rockfish,,,,,,,6725,1,0,0,0
0,525,300003,"Chimaeras, etc. nei","Chimaeras, etc.","Chimaeras, etc.",Chimaeras,1,,,,,,1523,1,0,0,0
1,526,601608,Chinese gizzard shad,Chinese gizzard shad,Chinese gizzard shad,Chinese gizzard shad,,,,,,,414803,1,0,0,0
0,527,,Chinese mitten crab,Chinese mitten crab,Chinese mitten crab,Chinese mitten crab,-1,Eriocheir sinensis,,,,,27,1,0,0,0
1,528,600244,"Chinook salmon, not minced, prepared or preserved","Chinook salmon, not minced, prepared or preserved",Chinook salmon,Chinook salmon,,,,,,,8753,0,0,1,0
1,529,600244,Chinook(=Spring=King) salmon,Chinook(=Spring=King) salmon,Chinook salmon,Chinook salmon,,,,,,,1463566,1,1,0,1
1,530,607108,Chionobathyscus dewitti,Chionobathyscus dewitti,Chionobathyscus dewitti,Chionobathyscus dewitti,,,,,,,7,1,0,0,0
0,531,607109,Chionodraco hamatus,Chionodraco hamatus,Chionodraco hamatus,Hooked icefish,1,,,,,,7,1,0,0,0
1,532,606444,Chocolate hind,Chocolate hind,Chocolate hind,Chocolate hind,,,,,,,1333211,1,0,0,0
1,533,608390,Choicy ruff,Choicy ruff,Choicy ruff,Choicy ruff,,,,,,,74174,1,0,0,0
1,534,600140,Chola guitarfish,Chola guitarfish,Chola guitarfish,Chola guitarfish,,,,,,,38385,1,0,0,0
0,535,690081,Cholga mussel,Cholga mussel,Cholga mussel,Chilean ribbed mussel,1,,,,,,1103347,1,1,0,0
0,536,,Chondracanthus chamissoi,Chondracanthus chamissoi,Chondracanthus chamissoi,Chondracanthus chamissoi,-1,Chondracanthus chamissoi,,,,,176899.65,1,1,0,0
1,537,690082,Choro mussel,Choro mussel,Choro mussel,Choro mussel,,,,,,,26617,1,1,0,0
1,538,600117,Chub mackerel,Chub mackerel,Chub mackerel,Chub mackerel,,,,,,,90056951,1,0,0,0
1,539,600117,"Chub mackerel prepared or preserved, not minced","Chub mackerel prepared or preserved, not minced",Chub mackerel,Chub mackerel,,,,,,,2451263,0,0,1,0
1,540,600117,"Chub mackerel prepared or preserved, not minced, in brine","Chub mackerel prepared or preserved, not minced, in brine",Chub mackerel,Chub mackerel,,,,,,,5106,0,0,1,0
1,541,600117,"Chub mackerel prepared or preserved, not minced, in oil","Chub mackerel prepared or preserved, not minced, in oil",Chub mackerel,Chub mackerel,,,,,,,2852,0,0,1,0
1,542,600117,"Chub mackerel prepared or preserved, not minced, in tomato sauce","Chub mackerel prepared or preserved, not minced, in tomato sauce",Chub mackerel,Chub mackerel,,,,,,,2571,0,0,1,0
1,543,600117,"Chub mackerel, fresh or chilled",Chub mackerel,Chub mackerel,Chub mackerel,,,,,,,213716,0,0,1,0
1,544,600117,"Chub mackerel, frozen","Chub mackerel, frozen",Chub mackerel,Chub mackerel,,,,,,,13506618,0,0,1,0
1,545,600241,"Chum salmon, not minced, prepared or preserved","Chum salmon, not minced, prepared or preserved",Chum salmon,Chum salmon,,,,,,,303915,0,0,1,0
1,546,600241,Chum(=Keta=Dog) salmon,Chum(=Keta=Dog) salmon,Chum salmon,Chum salmon,,,,,,,12037535,1,1,0,1
0,547,300061,Citharids nei,Citharids,Citharids,Flatfishes,1,,,,,,5406,1,0,0,0
0,548,290004,"Clam chowder, canned","Clam chowder, canned",Clam,Clams,1,,,,,,1246436,0,0,1,0
0,549,290004,"Clam meat, frozen",Clam,Clam,Clams,1,,,,,,944475,0,0,1,0
0,550,100056,"Clams, cockles, arkshells nei, dried, salted or in brine","Clams, cockles, ark, salted or in brine","Clams, cockles, ark","Clams, cockles, arkshells",1,,,,,,118182,0,0,1,0
0,551,100056,"Clams, cockles, arkshells, etc., prep. or pres., nei","Clams, cockles, ark, etc., prep. or pres.,","Clams, cockles, ark","Clams, cockles, arkshells",1,,,,,,135023,0,0,1,0
0,552,100056,"Clams, etc. nei","Clams, etc.","Clams, etc.","Clams, cockles, arkshells",1,,,,,,7381138.8,1,1,0,1
1,553,290004,"Clams, prep. or pres., whether or not in airtight containers","Clams, prep. or pres., whether or not in airtight containers",Clams,Clams,,,,,,,1785689,0,0,1,0
1,554,290004,"Clams, shucked or not, live, fresh or chilled","Clams, shucked or not, live",Clams,Clams,,,,,,,4001287,0,0,1,0
1,555,290004,"Clams, shucked or not, other than live, fresh or chilled","Clams, shucked or not, other than live",Clams,Clams,,,,,,,1506835,0,0,1,0
0,556,300028,"Clupeoid fish meal, nei","Clupeoid fish meal,",Clupeoids,"Herrings, shads, anchovies",1,,,,,,1550617,0,0,1,0
0,557,300028,"Clupeoid nei, fillets, fresh or chilled","Clupeoid, fillets",Clupeoids,"Herrings, shads, anchovies",1,,,,,,9033,0,0,1,0
0,558,300028,"Clupeoid nei, fillets, frozen","Clupeoid, ",Clupeoids,"Herrings, shads, anchovies",1,,,,,,29143,0,0,1,0
0,559,300028,"Clupeoid oils, nei","Clupeoid oils,",Clupeoids,"Herrings, shads, anchovies",1,,,,,,11375,0,0,1,0
0,560,300028,Clupeoids nei,Clupeoids,Clupeoids,"Herrings, shads, anchovies",1,,,,,,13740130,1,0,0,0
0,561,300028,"Clupeoids nei, dried, salted or in brine","Clupeoids, salted or in brine",Clupeoids,"Herrings, shads, anchovies",1,,,,,,1204724,0,0,1,0
0,562,300028,"Clupeoids nei, dried, unsalted","Clupeoids, unsalted",Clupeoids,"Herrings, shads, anchovies",1,,,,,,1452563,0,0,1,0
0,563,300028,"Clupeoids nei, dried, whether or not salted","Clupeoids, whether or not salted",Clupeoids,"Herrings, shads, anchovies",1,,,,,,610,0,0,1,0
0,564,300028,"Clupeoids nei, frozen","Clupeoids, frozen",Clupeoids,"Herrings, shads, anchovies",1,,,,,,3777374,0,0,1,0
0,565,300028,"Clupeoids nei, salted or in brine","Clupeoids, salted or in brine",Clupeoids,"Herrings, shads, anchovies",1,,,,,,2471,0,0,1,0
0,566,300028,"Clupeoids nei, smoked","Clupeoids, smoked",Clupeoids,"Herrings, shads, anchovies",1,,,,,,655588,0,0,1,0
0,567,300028,"Clupeoids, fresh or chilled, nei","Clupeoids,",Clupeoids,"Herrings, shads, anchovies",1,,,,,,284850,0,0,1,0
0,568,300028,"Clupeoids, prep. or pres., not minced, not in airtight containers","Clupeoids, prep. or pres., not minced, not in airtight containers",Clupeoids,"Herrings, shads, anchovies",1,,,,,,3363442,0,0,1,0
0,569,300028,"Clupeoids, prepared or preserved, not minced, nei","Clupeoids, prepared or preserved, not minced,",Clupeoids,"Herrings, shads, anchovies",1,,,,,,493737,0,0,1,0
0,570,100196,Cnidarians nei,Cnidarians,Cnidarians,"Cnidarians, coelenterates",1,,,,,,19.27,1,0,0,0
0,571,100039,"Coastal fish meat, whether or not minced, frozen, nei","Coastal fish meat, whether or not minced, frozen,",Marine fish,Marine fishes,1,,,,,,62367,0,0,1,0
1,572,603542,Cobia,Cobia,Cobia,Cobia,,,,,,,475908.5,1,1,0,0
1,573,603542,"Cobia, fresh or chilled",Cobia,Cobia,Cobia,,,,,,,1534,0,0,1,0
1,574,603542,"Cobia, frozen","Cobia, frozen",Cobia,Cobia,,,,,,,1175,0,0,1,0
1,575,490058,Cockles nei,Cockles,Cockles,Cockles,,,,,,,122918,1,1,0,0
0,576,300044,"Cod fillets in blocks, frozen, nei","Cod ,",Cod,Cods,1,,,,,,905625,0,0,1,0
0,577,300044,Cod liver oil,Cod liver oil,Cod,Cods,1,,,,,,656549,0,0,1,0
0,578,300044,Cod meal,Cod meal,Cod,Cods,1,,,,,,13206,0,0,1,0
0,579,300044,"Cod nei fillets, dried, salted or in brine","Cod fillets, salted or in brine",Cod,Cods,1,,,,,,1488466,0,0,1,0
0,580,300044,"Cod nei, fillets, frozen","Cod, ",Cod,Cods,1,,,,,,7377576,0,0,1,0
0,581,300044,"Cod roe, prepared","Cod roe, prepared",Cod,Cods,1,,,,,,242156,0,0,1,0
0,582,300044,"Cod roes, frozen",Cod ,Cod,Cods,1,,,,,,1139340,0,0,1,0
0,583,300044,"Cod roes, salted or sugar salted","Cod roes, salted or sugar salted",Cod,Cods,1,,,,,,99041,0,0,1,0
0,584,300044,"Cod, dried, unsalted (stockfish)","Cod, unsalted (stockfish)",Cod,Cods,1,,,,,,913430,0,0,1,0
0,585,300044,"Cod, meat, frozen","Cod,",Cod,Cods,1,,,,,,126953,0,0,1,0
0,586,300044,"Cod, minced, frozen","Cod, minced, frozen",Cod,Cods,1,,,,,,323211,0,0,1,0
0,587,300044,"Cod, salted and dried (klipfish)","Cod, salted and dried (klipfish)",Cod,Cods,1,,,,,,4615449,0,0,1,0
1,588,300044,"Cods nei, dried whether or not salted",Cods whether or not salted,Cods,Cods,,,,,,,960693,0,0,1,0
1,589,300044,"Cods nei, dried, salted or in brine","Cods, salted or in brine",Cods,Cods,,,,,,,1353006,0,0,1,0
1,590,300044,"Cods nei, fillets, fresh or chilled","Cods, fillets",Cods,Cods,,,,,,,1739560,0,0,1,0
1,591,300044,"Cods nei, frozen","Cods, frozen",Cods,Cods,,,,,,,14551164,0,0,1,0
1,592,300044,"Cods nei, salted or in brine","Cods, salted or in brine",Cods,Cods,,,,,,,5289870,0,0,1,0
1,593,300044,"Cods, fresh or chilled, nei","Cods,",Cods,Cods,,,,,,,1591452,0,0,1,0
1,594,300044,"Cods, hakes, haddocks, etc. nei fillets in blocks, frozen","Cods, hakes, haddocks, etc. ",Cods,Cods,,,,,,,155340,0,0,1,0
1,595,300044,"Cods, not minced, prepared or preserved","Cods, not minced, prepared or preserved",Cods,Cods,,,,,,,419689,0,0,1,0
1,596,300044,"Cods, smoked","Cods, smoked",Cods,Cods,,,,,,,309552,0,0,1,0
1,597,600245,"Coho salmon, not minced, prepared or preserved","Coho salmon, not minced, prepared or preserved",Coho salmon,Coho salmon,,,,,,,82650,0,0,1,0
1,598,600245,Coho(=Silver) salmon,Coho(=Silver) salmon,Coho salmon,Coho salmon,,,,,,,3584687,1,1,0,1
1,599,601353,Comber,Comber,Comber,Comber,,,,,,,3219,1,0,0,0
0,600,601353,Combers nei,Combers,Combers,Comber,1,,,,,,3,1,0,0,0
1,601,605353,Comet grouper,Comet grouper,Comet grouper,Comet grouper,,,,,,,279,1,0,0,0
1,602,690766,Commercial top,Commercial top,Commercial top,Commercial top,,,,,,,5590,1,0,0,0
0,603,690091,"Common (=Crangon) shrimp, fresh, chilled or boiled","Common (=Crangon) shrimp, fresh, chilled or boiled",Common (=Crangon) shrimp,Common shrimp,1,,,,,,1444309,0,0,1,0
0,604,690091,"Common (=Crangon) shrimp, frozen","Common (=Crangon) shrimp, frozen",Common (=Crangon) shrimp,Common shrimp,1,,,,,,339756,0,0,1,0
0,605,690091,"Common (=Crangon) shrimp, not frozen","Common (=Crangon) shrimp, not frozen",Common (=Crangon) shrimp,Common shrimp,1,,,,,,56414,0,0,1,0
1,606,604997,Common Atlantic grenadier,Common Atlantic grenadier,Common Atlantic grenadier,Common Atlantic grenadier,,,,,,,75,1,0,0,0
1,607,600156,Common bluestripe snapper,Common bluestripe snapper,Common bluestripe snapper,Common bluestripe snapper,,,,,,,491,1,0,0,0
1,608,601450,Common carp,Common carp,Common carp,Common carp,,,,,,,17479,1,1,0,0
1,609,690085,Common cuttlefish,Common cuttlefish,Common cuttlefish,Common cuttlefish,,,,,,,712228,1,1,0,0
1,610,600695,Common dab,Common dab,Common dab,Common dab,,,,,,,905919,1,0,0,0
1,611,600695,"Common dab, fresh or chilled",Common dab,Common dab,Common dab,,,,,,,34248,0,0,1,0
0,612,600695,"Common dab, frozen","Common dab, frozen","Common dab, frozen",Common dab,1,,,,,,20402,0,0,1,0
1,613,600439,Common dentex,Common dentex,Common dentex,Common dentex,,,,,,,221400.09,1,1,0,0
1,614,600006,Common dolphinfish,Common dolphinfish,Common dolphinfish,Common dolphinfish,,,,,,,2336637,1,0,0,0
0,615,604330,Common eagle ray,Common eagle ray,Common eagle ray,Common eagleray,1,,,,,,404,1,0,0,0
1,616,690087,Common edible cockle,Common edible cockle,Common edible cockle,Common edible cockle,,,,,,,2476189.2,1,1,0,0
0,617,690678,Common European bittersweet,Common European bittersweet,Common European bittersweet,Dog cockle,1,,,,,,94010,1,0,0,0
0,618,,Common goby,Common goby,Common goby,Common goby,-1,Pomatoschistus microps,,,,,4,1,0,0,0
0,619,,Common guitarfish,Common guitarfish,Common guitarfish,Common guitarfish,-1,Rhinobatos rhinobatos,,,,,159,1,0,0,0
1,620,601734,Common mora,Common mora,Common mora,Common mora,,,,,,,22485,1,0,0,0
1,621,690088,Common octopus,Common octopus,Common octopus,Common octopus,,,,,,,2779827,1,0,0,0
1,622,600893,Common pandora,Common pandora,Common pandora,Common pandora,,,,,,,453916.1,1,1,0,0
1,623,690089,Common periwinkle,Common periwinkle,Common periwinkle,Common periwinkle,,,,,,,122948,1,0,0,0
1,624,690090,Common prawn,Common prawn,Common prawn,Common prawn,,,,,,,35374.02,1,1,0,0
1,625,690091,Common shrimp,Common shrimp,Common shrimp,Common shrimp,,,,,,,2489865,1,0,0,0
0,626,605996,Common silver-biddy,Common silver-biddy,Common silver-biddy,Common silverbiddy,1,,,,,,7034,1,0,0,0
1,627,600345,Common snook,Common snook,Common snook,Common snook,,,,,,,203253,1,1,0,0
1,628,600525,Common sole,Common sole,Common sole,Common sole,,,,,,,2415140.91,1,1,0,0
0,629,600525,"Common sole fillets, fresh or chilled",Common sole fillets,Common sole fillets,Common sole,1,,,,,,28231,0,0,1,0
1,630,600525,"Common sole fillets, frozen",Common sole ,Common sole ,Common sole ,,,,,,,344656,0,0,1,0
1,631,600525,"Common sole, fresh or chilled",Common sole,Common sole,Common sole,,,,,,,1438028,0,0,1,0
0,632,600525,"Common sole, frozen","Common sole, frozen","Common sole, frozen",Common sole,1,,,,,,1942428,0,0,1,0
1,633,690092,Common spiny lobster,Common spiny lobster,Common spiny lobster,Common spiny lobster,,,,,,,40102,1,0,0,0
1,634,590010,Common squids nei,Common squids,Common squids,Common squids,,,,,,,7464680,1,0,0,0
1,635,602060,Common stingray,Common stingray,Common stingray,Common stingray,,,,,,,124,1,0,0,0
0,636,601754,Common two-banded seabream,Common two-banded seabream,Common two-banded seabream,Common twobanded seabream,1,,,,,,6608.9,1,1,0,0
1,637,612918,Common warehou,Common warehou,Common warehou,Common warehou,,,,,,,77817,1,0,0,0
1,638,608816,Coney,Coney,Coney,Coney,,,,,,,1016,1,0,0,0
0,639,400062,"Conger eels, etc. nei","Conger eels, etc.","Conger eels, etc.","Conger, garden eels",1,,,,,,279374,1,0,0,0
0,640,501826,"Conger, fresh or chilled",Conger,Conger,Congers,1,,,,,,11849,0,0,1,0
0,641,501826,"Conger, frozen","Conger, frozen",Conger,Congers,1,,,,,,324925,0,0,1,0
1,642,604641,Congo dentex,Congo dentex,Congo dentex,Congo dentex,,,,,,,8061,1,0,0,0
0,643,690698,Constricted tagelus,Constricted tagelus,Constricted tagelus,Chinese razor clam,1,,,,,,6815403,0,1,0,0
0,644,690617,Coonstripe shrimp,Coonstripe shrimp,Coonstripe shrimp,Coonstriped shrimp,1,,,,,,5903,1,0,0,0
1,645,600864,Copper shark,Copper shark,Copper shark,Copper shark,,,,,,,574,1,0,0,0
0,646,100196,Coral and the like,Coral and the like,Coral and the like,"Cnidarians, coelenterates",1,,,,,,1907321,0,0,1,0
1,647,606450,Coral hind,Coral hind,Coral hind,Coral hind,,,,,,,3436,1,0,0,0
1,648,600059,Corkwing wrasse,Corkwing wrasse,Corkwing wrasse,Corkwing wrasse,,,,,,,637,1,0,0,0
1,649,603275,Cornetfish,Cornetfish,Cornetfish,Cornetfish,,,,,,,835,1,0,0,0
1,650,690094,Cortez oyster,Cortez oyster,Cortez oyster,Cortez oyster,,,,,,,10106,0,1,0,0
1,651,626675,Corvina drum,Corvina drum,Corvina drum,Corvina drum,,,,,,,547812,1,0,0,0
1,652,602584,Cownose ray,Cownose ray,Cownose ray,Cownose ray,,,,,,,406,1,0,0,0
0,653,690119,"Crab (Cancer pagurus), frozen","Crab (Cancer pagurus), frozen",Crab (Cancer pagurus),Edible crab,1,,,,,,49,0,0,1,0
0,654,690119,Crab meal,Crab meal,Crab meal,Edible crab,1,,,,,,156317,0,0,1,0
0,655,490097,"Crab meat frozen, prepared or preserved","Crab meat frozen, prepared or preserved",Crab,Marine crabs,1,,,,,,33186,0,0,1,0
0,656,490097,"Crab meat nei, prepared or preserved","Crab meat, prepared or preserved",Crab,Marine crabs,1,,,,,,2400168,0,0,1,0
0,657,490097,"Crab meat, frozen",Crab,Crab,Marine crabs,1,,,,,,2233546,0,0,1,0
0,658,490097,"Crab meat, in airtight containers, prep.or pres.","Crab meat, in airtight containers, prep.or pres.",Crab,Marine crabs,1,,,,,,566962,0,0,1,0
0,659,490097,"Crabs nei, frozen","Crabs, frozen",Crabs,Marine crabs,1,,,,,,5979893,0,0,1,0
0,660,490097,"Crabs, dried, salted or in brine, nei","Crabs, salted or in brine,",Crabs,Marine crabs,1,,,,,,28472,0,0,1,0
0,661,490097,"Crabs, live","Crabs, live",Crabs,Marine crabs,1,,,,,,318051,0,0,1,0
0,662,490097,"Crabs, not frozen","Crabs, not frozen",Crabs,Marine crabs,1,,,,,,1596183,0,0,1,0
0,663,490097,"Crabs, peeled or not, fresh or chilled","Crabs, peeled or not",Crabs,Marine crabs,1,,,,,,889170,0,0,1,0
0,664,490044,Crangonid shrimps nei,Crangonid shrimps,Crangonid shrimps,Brown shrimps,1,,,,,,443,1,0,0,0
0,665,590060,"Crayfish (freshwater), fresh or chilled",Crayfish (freshwater),Crayfish (freshwater),Crayfishes,1,,,,,,63051,0,0,1,0
0,666,590060,"Crayfish (freshwater), frozen","Crayfish (freshwater), frozen",Crayfish (freshwater),Crayfishes,1,,,,,,398114,0,0,1,0
0,667,590060,"Crayfish (freshwater), not frozen","Crayfish (freshwater), not frozen",Crayfish (freshwater),Crayfishes,1,,,,,,77977,0,0,1,0
0,668,590060,"Crayfish (freshwater), prepared or preserved","Crayfish (freshwater), prepared or preserved",Crayfish (freshwater),Crayfishes,1,,,,,,324714,0,0,1,0
0,669,100044,"Craylets, squat lobsters","Craylets, squat lobsters","Craylets, squat lobsters","Craylets, squat lobsters, hermits",1,,,,,,539074,1,0,0,0
1,670,603656,Creole wrasse,Creole wrasse,Creole wrasse,Creole wrasse,,,,,,,3,1,0,0,0
1,671,614266,Crested bellowfish,Crested bellowfish,Crested bellowfish,Crested bellowfish,,,,,,,58,1,0,0,0
1,672,600071,Crevalle jack,Crevalle jack,Crevalle jack,Crevalle jack,,,,,,,556651.02,1,1,0,0
0,673,500809,Crimson seabream,Crimson seabream,Crimson seabream,Toothed seabreams,1,,,,,,4128,0,1,0,0
0,674,400331,Croakers nei,Croakers,Croakers,"Drums, croakers",1,,,,,,179369,1,0,0,0
0,675,400331,"Croakers, drums nei","Croakers, drums","Croakers, drums","Drums, croakers",1,,,,,,20726383.7,1,1,0,0
0,676,400331,"Croakers, fresh or chilled",Croakers,Croakers,"Drums, croakers",1,,,,,,171825,0,0,1,0
0,677,400331,"Croakers, frozen","Croakers, frozen","Croakers, frozen","Drums, croakers",1,,,,,,3743207,0,0,1,0
1,678,400384,Crocodile icefishes nei,Crocodile icefishes,Crocodile icefishes,Crocodile icefishes,,,,,,,7612,1,0,0,0
1,679,605923,Crocodile shark,Crocodile shark,Crocodile shark,Crocodile shark,,,,,,,14,1,0,0,0
0,680,,Crocus giant clam,Crocus giant clam,Crocus giant clam,Crocus giant clam,-1,Tridacna crocea,,,,,6.57,0,1,0,0
1,681,600270,Crucian carp,Crucian carp,Crucian carp,Crucian carp,,,,,,,496,1,0,0,0
0,682,,"Crustacean and mollusc preparations, not in airtight containers","Crustacean and mollusc preparations, not in airtight containers",Crustaceans and molluscs,Crustaceans and molluscs,-1,Not found,,,,,332765,0,0,1,0
0,683,100047,"Crustacean meal, nei","Crustacean meal,",Marine crustaceans,"Marine crabs, shrimps, lobsters",1,,,,,,3089938,0,0,1,0
0,684,100047,Crustacean preparations incl. paste,Crustacean preparations incl. paste,Marine crustaceans,"Marine crabs, shrimps, lobsters",1,,,,,,729117,0,0,1,0
0,685,,Crustaceans & molluscs unfit for human consumption,Crustaceans & molluscs unfit for human consumption,Crustaceans and molluscs,Crustaceans and molluscs,-1,Not found,,,,,500,0,0,1,0
0,686,,"Crustaceans and molluscs, dried, salted or in brine, nei","Crustaceans and molluscs, salted or in brine,",Crustaceans and molluscs,Crustaceans and molluscs,-1,Not found,,,,,66248,0,0,1,0
0,687,,"Crustaceans and molluscs, fresh, frozen, dried, salted, etc.","Crustaceans and molluscs, fresh, frozen, salted, etc.",Crustaceans and molluscs,Crustaceans and molluscs,-1,Not found,,,,,2657689,0,0,1,0
0,688,,"Crustaceans and molluscs, live, for breeding and other purposes, nei","Crustaceans and molluscs, live, for breeding and other purposes,",Crustaceans and molluscs,Crustaceans and molluscs,-1,Not found,,,,,7042,0,0,1,0
0,689,,"Crustaceans and molluscs, live, for human food nei","Crustaceans and molluscs, live, for human food",Crustaceans and molluscs,Crustaceans and molluscs,-1,Not found,,,,,250065,0,0,1,0
0,690,,"Crustaceans and molluscs, nei, fresh or chilled","Crustaceans and molluscs,",Crustaceans and molluscs,Crustaceans and molluscs,-1,Not found,,,,,213649,0,0,1,0
0,691,,"Crustaceans and molluscs, nei, frozen","Crustaceans and molluscs,, frozen",Crustaceans and molluscs,Crustaceans and molluscs,-1,Not found,,,,,2073988,0,0,1,0
0,692,,"Crustaceans and molluscs, prepared or preserved, nei","Crustaceans and molluscs, prepared or preserved,",Crustaceans and molluscs,Crustaceans and molluscs,-1,Not found,,,,,1740772,0,0,1,0
0,693,100047,"Crustaceans live, for breeding and other purposes, nei","Crustaceans live, for breeding and other purposes,",Marine crustaceans,"Marine crabs, shrimps, lobsters",1,,,,,,46712,0,0,1,0
0,694,100047,"Crustaceans live, for human consumption, nei","Crustaceans live, for human consumption,",Marine crustaceans,"Marine crabs, shrimps, lobsters",1,,,,,,17177,0,0,1,0
0,695,100047,"Crustaceans nei, dried, salted or in brine","Crustaceans, salted or in brine",Marine crustaceans,"Marine crabs, shrimps, lobsters",1,,,,,,91009,0,0,1,0
0,696,100047,"Crustaceans nei, frozen","Crustaceans, frozen",Marine crustaceans,"Marine crabs, shrimps, lobsters",1,,,,,,2013810,0,0,1,0
0,697,100047,"Crustaceans nei, prepared or preserved","Crustaceans, prepared or preserved",Marine crustaceans,"Marine crabs, shrimps, lobsters",1,,,,,,2154717,0,0,1,0
0,698,100047,"Crustaceans, fresh, chilled or boiled in water, nei","Crustaceans, fresh, chilled or boiled in water,",Marine crustaceans,"Marine crabs, shrimps, lobsters",1,,,,,,414782,0,0,1,0
1,699,690100,Crystal shrimp,Crystal shrimp,Crystal shrimp,Crystal shrimp,,,,,,,175247,1,0,0,0
1,700,601427,Cubera snapper,Cubera snapper,Cubera snapper,Cubera snapper,,,,,,,2025,1,0,0,0
1,701,604326,Cuckoo ray,Cuckoo ray,Cuckoo ray,Cuckoo ray,,,,,,,117632,1,0,0,0
1,702,600371,Cunene horse mackerel,Cunene horse mackerel,Cunene horse mackerel,Cunene horse mackerel,,,,,,,6388919,1,0,0,0
1,703,603672,Cunner,Cunner,Cunner,Cunner,,,,,,,115,1,0,0,0
1,704,590014,Cupped oysters nei,Cupped oysters,Cupped oysters,Cupped oysters,,,,,,,35507795.29,1,1,0,0
1,705,604252,Curlfin sole,Curlfin sole,Curlfin sole,Curlfin sole,,,,,,,13,1,0,0,0
0,706,400186,"Cusk-eel (=kingklip), fresh or chilled",Cusk-eel (=kingklip),Cusk-eel (=kingklip),Cuskeels,1,,,,,,7728,0,0,1,0
0,707,400186,"Cusk-eel (=kingklip), frozen","Cusk-eel (=kingklip), frozen",Cusk-eel (=kingklip),Cuskeels,1,,,,,,642642,0,0,1,0
0,708,400186,Cusk-eels nei,Cusk-eels,Cusk-eels,Cuskeels,1,,,,,,49929,1,0,0,0
0,709,400186,"Cusk-eels, brotulas nei","Cusk-eels, brotulas","Cusk-eels, brotulas",Cuskeels,1,,,,,,14509,1,0,0,0
0,710,390006,"Cuttlefish and squid, other than live, fresh or chilled","Cuttlefish and squid, other than live",Cuttlefish and squid,"Cuttlefishes, bobtail squids",1,,,,,,7553679,0,0,1,0
0,711,490011,Cuttlefish bones,Cuttlefish bones,Cuttlefish,Cuttlefishes,1,,,,,,5139,0,0,1,0
0,712,490011,"Cuttlefish, bobtail squids nei","Cuttlefish, bobtail squids",Cuttlefish,Cuttlefishes,1,,,,,,11981556,1,0,0,0
0,713,490011,"Cuttlefishes (Sepia off., Rossia macrosoma, Sepiola rondeleti), frozen","Cuttlefishes (Sepia off., Rossia macrosoma, Sepiola rondeleti), frozen","Cuttlefishes (Sepia off., Rossia macrosoma, Sepiola rondeleti)",Cuttlefishes,1,,,,,,1130869,0,0,1,0
0,714,490011,"Cuttlefishes (Sepia off., Rossia macrosoma, Sepiola rondeleti), live, fresh or chilled","Cuttlefishes (Sepia off., Rossia macrosoma, Sepiola rondeleti), live","Cuttlefishes (Sepia off., Rossia macrosoma, Sepiola rondeleti)",Cuttlefishes,1,,,,,,10229,0,0,1,0
0,715,390006,"Cuttlefishes and squids, dried, salted or in brine, nei","Cuttlefishes and squids, salted or in brine,",Cuttlefish and squid,"Cuttlefishes, bobtail squids",1,,,,,,158705,0,0,1,0
0,716,390006,"Cuttlefishes and squids, frozen, nei","Cuttlefishes and squids, frozen,",Cuttlefish and squid,"Cuttlefishes, bobtail squids",1,,,,,,4127166,0,0,1,0
0,717,390006,"Cuttlefishes and squids, live, fresh or chilled, nei","Cuttlefishes and squids, live,",Cuttlefish and squid,"Cuttlefishes, bobtail squids",1,,,,,,1693021,0,0,1,0
0,718,490011,"Cuttlefishes, dried, salted or in brine","Cuttlefishes, salted or in brine",Cuttlefish,Cuttlefishes,1,,,,,,112480,0,0,1,0
0,719,490011,"Cuttlefishes, frozen","Cuttlefishes, frozen",Cuttlefish,Cuttlefishes,1,,,,,,10667313,0,0,1,0
0,720,490011,"Cuttlefishes, live, fresh or chilled, nei","Cuttlefishes, live,",Cuttlefish,Cuttlefishes,1,,,,,,388452,0,0,1,0
0,721,490011,"Cuttlefishes, other than live, fresh or chilled","Cuttlefishes, other than live",Cuttlefish,Cuttlefishes,1,,,,,,170074,0,0,1,0
0,722,490011,"Cuttlefishes, prepared or preserved","Cuttlefishes, prepared or preserved",Cuttlefish,Cuttlefishes,1,,,,,,297508,0,0,1,0
