Exact Match,FishStatNameID,Taxon Key,FishStatName,FishStatTaxaName,CommonName,Matching Name,Fixed,Notes,Group,Order,Species,Genus,Totalmt,Capture,Aquaculture,Trade,Canada
1,2243,100045,"Shrimps and prawns (Pandalidae spp.), not frozen","Shrimps and prawns (Pandalidae spp.), not frozen",Shrimps and prawns,Shrimps and prawns,,,,,,,327925,0,0,1,0
1,2244,100045,"Shrimps and prawns (Penaeus spp.), fresh or chilled",Shrimps and prawns (Penaeus spp.),Shrimps and prawns,Shrimps and prawns,,,,,,,91471,0,0,1,0
1,2245,100045,"Shrimps and prawns (Penaeus spp.), frozen","Shrimps and prawns (Penaeus spp.), frozen",Shrimps and prawns,Shrimps and prawns,,,,,,,5794523,0,0,1,0
1,2246,100045,"Shrimps and prawns (Penaeus spp.), not frozen","Shrimps and prawns (Penaeus spp.), not frozen",Shrimps and prawns,Shrimps and prawns,,,,,,,1318,0,0,1,0
1,2247,100045,"Shrimps and prawns, cooked, frozen","Shrimps and prawns, cooked, frozen",Shrimps and prawns,Shrimps and prawns,,,,,,,301991,0,0,1,0
1,2248,100045,"Shrimps and prawns, dried, salted or in brine, nei","Shrimps and prawns, salted or in brine,",Shrimps and prawns,Shrimps and prawns,,,,,,,1968971,0,0,1,0
1,2249,100045,"Shrimps and prawns, fan tails, frozen","Shrimps and prawns, fan tails, frozen",Shrimps and prawns,Shrimps and prawns,,,,,,,10294,0,0,1,0
1,2250,100045,"Shrimps and prawns, fresh or chilled, nei","Shrimps and prawns,",Shrimps and prawns,Shrimps and prawns,,,,,,,1565033,0,0,1,0
1,2251,100045,"Shrimps and prawns, frozen, nei","Shrimps and prawns, frozen,",Shrimps and prawns,Shrimps and prawns,,,,,,,68407979,0,0,1,0
1,2252,100045,"Shrimps and prawns, live","Shrimps and prawns, live",Shrimps and prawns,Shrimps and prawns,,,,,,,177368,0,0,1,0
1,2253,100045,"Shrimps and prawns, not cooked, frozen","Shrimps and prawns, not cooked, frozen",Shrimps and prawns,Shrimps and prawns,,,,,,,647545,0,0,1,0
1,2254,100045,"Shrimps and prawns, not frozen, nei","Shrimps and prawns, not frozen,",Shrimps and prawns,Shrimps and prawns,,,,,,,1381360,0,0,1,0
1,2255,100045,"Shrimps and prawns, peeled, fresh or chilled","Shrimps and prawns, peeled",Shrimps and prawns,Shrimps and prawns,,,,,,,44848,0,0,1,0
1,2256,100045,"Shrimps and prawns, peeled, frozen","Shrimps and prawns, peeled, frozen",Shrimps and prawns,Shrimps and prawns,,,,,,,7519113,0,0,1,0
1,2257,100045,"Shrimps and prawns, prep. or pres., in airtight containers","Shrimps and prawns, prep. or pres., in airtight containers",Shrimps and prawns,Shrimps and prawns,,,,,,,1816082,0,0,1,0
1,2258,100045,"Shrimps and prawns, prep. or pres., not in airtight containers","Shrimps and prawns, prep. or pres., not in airtight containers",Shrimps and prawns,Shrimps and prawns,,,,,,,6480183,0,0,1,0
1,2259,100045,"Shrimps and prawns, tails, shell on, frozen","Shrimps and prawns, tails, shell on, frozen",Shrimps and prawns,Shrimps and prawns,,,,,,,1683871,0,0,1,0
0,2260,100045,"Shrimps, breaded, raw and cooked, prep. or pres.","Shrimps, breaded, raw and cooked, prep. or pres.",Shrimps,Shrimps and prawns,1,,,,,,2131917,0,0,1,0
0,2261,100045,"Shrimps, peeled, cooked, prep. or pres.","Shrimps, peeled, cooked, prep. or pres.",Shrimps,Shrimps and prawns,1,,,,,,218348,0,0,1,0
1,2262,100045,"Shrimps, prawns live, for breeding and other purposes","Shrimps, prawns live, for breeding and other purposes",Shrimps and prawns,Shrimps and prawns,,,,,,,15554,0,0,1,0
1,2263,100045,"Shrimps, prawns, prepared or preserved, nei","Shrimps, prawns, prepared or preserved,",Shrimps and prawns,Shrimps and prawns,,,,,,,8501806,0,0,1,0
1,2264,600283,Sichel,Sichel,Sichel,Sichel,,,,,,,12386,1,0,0,0
1,2265,603561,Sickle pomfret,Sickle pomfret,Sickle pomfret,Sickle pomfret,,,,,,,178,1,0,0,0
1,2266,600185,Silk snapper,Silk snapper,Silk snapper,Silk snapper,,,,,,,1413,1,0,0,0
1,2267,600868,Silky shark,Silky shark,Silky shark,Silky shark,,,,,,,226480,1,0,0,0
0,2268,400307,Sillago-whitings,Sillago-whitings,Sillago-whitings,Smelt-whitings,1,,,,,,916758,1,0,0,0
1,2269,600286,Silver barb,Silver barb,Silver barb,Silver barb,,,,,,,2517,0,1,0,0
1,2270,600274,Silver carp,Silver carp,Silver carp,Silver carp,,,,,,,82,1,1,0,0
0,2271,,Silver chimaera,Silver chimaera,Silver chimaera,Silver chimaera,-1,Chimaera phantasma,,,,,1,1,0,0,0
1,2272,600434,Silver croaker,Silver croaker,Silver croaker,Silver croaker,,,,,,,1193376,1,0,0,0
1,2273,608490,Silver gemfish,Silver gemfish,Silver gemfish,Silver gemfish,,,,,,,89832,1,0,0,0
1,2274,600399,Silver grunt,Silver grunt,Silver grunt,Silver grunt,,,,,,,71589,1,0,0,0
1,2275,600323,Silver hake,Silver hake,Silver hake,Silver hake,,,,,,,5864971,1,0,0,1
1,2276,600323,"Silver hake, fresh or chilled",Silver hake,Silver hake,Silver hake,,,,,,,705343,0,0,1,0
0,2277,600323,"Silver hake, frozen","Silver hake, frozen","Silver hake, frozen",Silver hake,1,,,,,,15083,0,0,1,0
1,2278,600491,Silver pomfret,Silver pomfret,Silver pomfret,Silver pomfret,,,,,,,1513795,1,0,0,0
1,2279,520007,Silver pomfrets nei,Silver pomfrets,Silver pomfrets,Silver pomfrets,,,,,,,3769785,1,0,0,0
1,2280,600645,Silver scabbardfish,Silver scabbardfish,Silver scabbardfish,Silver scabbardfish,,,,,,,581755,1,0,0,0
1,2281,606426,Silver seabream,Silver seabream,Silver seabream,Silver seabream,,,,,,,4047403,1,1,0,0
1,2282,604544,Silver sillago,Silver sillago,Silver sillago,Silver sillago,,,,,,,5827,1,0,0,0
1,2283,612922,Silver warehou,Silver warehou,Silver warehou,Silver warehou,,,,,,,260659,1,0,0,0
0,2284,604761,Silver-cheeked toadfish,Silver-cheeked toadfish,Silver-cheeked toadfish,Silvercheeked toadfish,1,,,,,,106,1,0,0,0
0,2285,400218,Silversides(=Sand smelts) nei,Silversides(=Sand smelts),Silversides(=Sand smelts),Silversides,1,,,,,,702925.9,1,1,0,0
0,2286,601458,Silver-stripe round herring,Silver-stripe round herring,Silver-stripe round herring,Silverstriped round herring,1,,,,,,268467,1,0,0,0
1,2287,600336,Silvery John dory,Silvery John dory,Silvery John dory,Silvery John dory,,,,,,,1620,1,0,0,0
1,2288,600754,Silvery lightfish,Silvery lightfish,Silvery lightfish,Silvery lightfish,,,,,,,159016,1,0,0,0
1,2289,600025,Silvery pout,Silvery pout,Silvery pout,Silvery pout,,,,,,,9246,1,0,0,0
1,2290,606416,Sixfinger threadfin,Sixfinger threadfin,Sixfinger threadfin,Sixfinger threadfin,,,,,,,6,0,1,0,0
0,2291,300014,"Skates, fresh or chilled",Skates,Skates,Skates and rays,1,,,,,,14909,0,0,1,0
0,2292,300014,"Skates, frozen","Skates, frozen","Skates, frozen",Skates and rays,1,,,,,,309864,0,0,1,0
1,2293,604031,Skilfish,Skilfish,Skilfish,Skilfish,,,,,,,165,1,0,0,0
1,2294,610238,Skinnycheek lanternfish,Skinnycheek lanternfish,Skinnycheek lanternfish,Skinnycheek lanternfish,,,,,,,56090,1,0,0,0
1,2295,600107,"Skipjack prepared or preserved, not minced, nei","Skipjack prepared or preserved, not minced,",Skipjack tuna,Skipjack tuna,,,,,,,2661506,0,0,1,0
1,2296,600107,Skipjack tuna,Skipjack tuna,Skipjack tuna,Skipjack tuna,,,,,,,67519554,1,0,0,1
1,2297,600107,"Skipjack tuna, fresh or chilled",Skipjack tuna,Skipjack tuna,Skipjack tuna,,,,,,,461976,0,0,1,0
1,2298,600107,"Skipjack tuna, frozen","Skipjack tuna, frozen",Skipjack tuna,Skipjack tuna,,,,,,,41113049,0,0,1,0
1,2299,600107,"Skipjack tuna, gilled, gutted, frozen","Skipjack tuna, gilled, gutted, frozen",Skipjack tuna,Skipjack tuna,,,,,,,2982,0,0,1,0
1,2300,600107,"Skipjack tuna, heads-off, etc., frozen","Skipjack tuna, heads-off, etc., frozen",Skipjack tuna,Skipjack tuna,,,,,,,4897,0,0,1,0
1,2301,600107,"Skipjack tuna, smoked","Skipjack tuna, smoked",Skipjack tuna,Skipjack tuna,,,,,,,13138,0,0,1,0
1,2302,600107,"Skipjack, prepared or preserved, whole or in pieces, not minced, in oil","Skipjack, prepared or preserved, whole or in pieces, not minced, in oil",Skipjack tuna,Skipjack tuna,,,,,,,235454,0,0,1,0
0,2303,,Skottsberg's gigartina,Skottsberg's gigartina,Skottsberg's gigartina,Skottsberg's gigartina,-1,Gigartina macrodonta (algae),,,,,357761,1,0,0,0
1,2304,601843,Sky emperor,Sky emperor,Sky emperor,Sky emperor,,,,,,,6503,1,0,0,0
1,2305,612361,Slender armorhead,Slender armorhead,Slender armorhead,Slender armorhead,,,,,,,763900,1,0,0,0
1,2306,601454,Slender rainbow sardine,Slender rainbow sardine,Slender rainbow sardine,Slender rainbow sardine,,,,,,,16776,1,0,0,0
0,2307,605801,Slender silver-biddy,Slender silver-biddy,Slender silver-biddy,Slender silverbiddy,1,,,,,,2587,1,0,0,0
0,2308,,Slender smooth-hound,Slender smooth-hound,Slender smooth-hound,Slender smooth-hound,-1,Gollum attenuatus,,,,,3,1,0,0,0
1,2309,600091,Slender tuna,Slender tuna,Slender tuna,Slender tuna,,,,,,,747,1,0,0,0
1,2310,400086,Slickheads nei,Slickheads,Slickheads,Slickheads,,,,,,,276,1,0,0,0
1,2311,400236,Slimeheads nei,Slimeheads,Slimeheads,Slimeheads,,,,,,,2726,1,0,0,0
1,2312,690364,Slipper cupped oyster,Slipper cupped oyster,Slipper cupped oyster,Slipper cupped oyster,,,,,,,520929,1,1,0,0
1,2313,490040,Slipper lobsters nei,Slipper lobsters,Slipper lobsters,Slipper lobsters,,,,,,,17480,1,0,0,0
1,2314,607126,Smalleye moray cod,Smalleye moray cod,Smalleye moray cod,Smalleye moray cod,,,,,,,16,1,0,0,0
1,2315,605492,Small-eyed ray,Small-eyed ray,Small-eyed ray,Small-eyed ray,,,,,,,1317,1,0,0,0
1,2316,654031,Smallnose fanskate,Smallnose fanskate,Smallnose fanskate,Smallnose fanskate,,,,,,,791,1,0,0,0
1,2317,607358,Smallscaled grouper,Smallscaled grouper,Smallscaled grouper,Smallscaled grouper,,,,,,,3846,1,0,0,0
0,2318,600845,Small-spotted catshark,Small-spotted catshark,Small-spotted catshark,Smallspotted catshark,1,,,,,,204669,1,0,0,0
1,2319,600881,Smalltail shark,Smalltail shark,Smalltail shark,Smalltail shark,,,,,,,752,1,0,0,0
1,2320,601845,Smalltooth emperor,Smalltooth emperor,Smalltooth emperor,Smalltooth emperor,,,,,,,1524,1,0,0,0
0,2321,400080,"Smelt, fresh or chilled",Smelt,Smelt,Smelts,1,,,,,,28974,0,0,1,0
1,2322,400080,Smelts nei,Smelts,Smelts,Smelts,,,,,,,174978,1,0,0,0
0,2323,400080,"Smelts, frozen","Smelts, frozen","Smelts, frozen",Smelts,1,,,,,,1335526,0,0,1,0
1,2324,690690,Smooth callista,Smooth callista,Smooth callista,Smooth callista,,,,,,,18866,1,0,0,0
0,2325,,Smooth giant clam,Smooth giant clam,Smooth giant clam,Smooth giant clam,-1,Tridacna derasa,,,,,40.4,0,1,0,0
1,2326,600917,Smooth hammerhead,Smooth hammerhead,Smooth hammerhead,Smooth hammerhead,,,,,,,2505,1,0,0,0
1,2327,690368,Smooth mactra,Smooth mactra,Smooth mactra,Smooth mactra,,,,,,,52,0,1,0,0
1,2328,607151,Smooth oreo dory,Smooth oreo dory,Smooth oreo dory,Smooth oreo dory,,,,,,,123093,1,0,0,0
1,2329,601173,Smooth weakfish,Smooth weakfish,Smooth weakfish,Smooth weakfish,,,,,,,10159,1,0,0,0
1,2330,604996,Smooth-hound,Smooth-hound,Smooth-hound,Smooth-hound,,,,,,,4434,1,0,0,0
0,2331,500348,Smooth-hounds nei,Smooth-hounds,Smooth-hounds,Smoothhounds,1,,,,,,852541,1,0,0,0
1,2332,605098,Snaggletooth,Snaggletooth,Snaggletooth,Snaggletooth,,,,,,,1,1,0,0,0
1,2333,400066,Snake eels nei,Snake eels,Snake eels,Snake eels,,,,,,,6270,1,0,0,0
0,2334,400414,"Snake mackerels, escolars nei","Snake mackerels, escolars","Snake mackerels, escolars",Snake mackerels,1,,,,,,29426,1,0,0,0
0,2335,400323,"Snapper, fresh or chilled",Snapper,Snapper,Snappers,1,,,,,,398722,0,0,1,0
1,2336,400323,Snappers nei,Snappers,Snappers,Snappers,,,,,,,3078647.72,1,1,0,0
1,2337,400323,"Snappers, frozen","Snappers, frozen",Snappers,Snappers,,,,,,,233718,0,0,1,0
0,2338,400323,"Snappers, jobfishes nei","Snappers, jobfishes","Snappers, jobfishes",Snappers,1,,,,,,3222239.3,1,1,0,0
0,2339,400595,"Snipefish, frozen","Snipefish, frozen",Snipefish,"Snipefishes, shrimpfishes",1,,,,,,1490,0,0,1,0
1,2340,600489,Snoek,Snoek,Snoek,Snoek,,,,,,,2173986,1,0,0,0
1,2341,600489,"Snoek, fresh or chilled",Snoek,Snoek,Snoek,,,,,,,343,0,0,1,0
1,2342,600489,"Snoek, frozen","Snoek, frozen",Snoek,Snoek,,,,,,,480814,0,0,1,0
1,2343,600489,"Snoeks, smoked","Snoeks, smoked",Snoek,Snoek,,,,,,,10886,0,0,1,0
0,2344,400287,"Snook, frozen","Snook, frozen",Snook,Snooks,1,,,,,,2,0,0,1,0
1,2345,400287,Snooks(=Robalos) nei,Snooks(=Robalos),Snooks,Snooks,,,,,,,369176,1,1,0,0
1,2346,601208,Snowy grouper,Snowy grouper,Snowy grouper,Snowy grouper,,,,,,,232,1,0,0,0
1,2347,601844,Snubnose emperor,Snubnose emperor,Snubnose emperor,Snubnose emperor,,,,,,,9267,1,0,0,0
1,2348,601963,Snubnose pompano,Snubnose pompano,Snubnose pompano,Snubnose pompano,,,,,,,2928.68,1,1,0,0
1,2349,604499,Sobaity seabream,Sobaity seabream,Sobaity seabream,Sobaity seabream,,,,,,,2617.49,1,1,0,0
1,2350,600243,"Sockeye salmon (red salmon)(Oncorhynchus nerka), frozen","Sockeye salmon (red salmon)(Oncorhynchus nerka), frozen",Sockeye salmon,Sockeye salmon,,,,,,,4513407,0,0,1,0
1,2351,600243,"Sockeye salmon, not minced, prepared or preserved, nei","Sockeye salmon, not minced, prepared or preserved,",Sockeye salmon,Sockeye salmon,,,,,,,1615613,0,0,1,0
1,2352,600243,Sockeye(=Red) salmon,Sockeye(=Red) salmon,Sockeye salmon,Sockeye salmon,,,,,,,6741321,1,1,0,1
1,2353,690370,Softshell red crab,Softshell red crab,Softshell red crab,Softshell red crab,,,,,,,74726,1,0,0,0
1,2354,604740,Sohal surgeonfish,Sohal surgeonfish,Sohal surgeonfish,Sohal surgeonfish,,,,,,,452,1,0,0,0
0,2355,657506,So-iny (redlip) mullet,So-iny (redlip) mullet,So-iny (redlip) mullet,So-iny mullet,1,,,,,,828716,1,0,0,0
0,2356,657506,So-iuy mullet,So-iuy mullet,So-iny (redlip) mullet,So-iny mullet,1,,,,,,74979,1,1,0,0
0,2357,400441,"Sole fillets, fresh or chilled, nei","Sole fillets,",Sole,Soles,1,,,,,,21232,0,0,1,0
0,2358,400441,"Sole fillets, frozen, nei","Sole ,",Sole,Soles,1,,,,,,7485,0,0,1,0
0,2359,400441,Solea spp,Solea spp,Solea spp,Soles,1,,,,,,1.51,0,1,0,0
0,2360,,Solen razor clams nei,Solen razor clams,Solen razor clams,Solen razor clams,-1,don't know,,,,,59140.34,1,1,0,0
1,2361,400441,Soles nei,Soles,Soles,Soles,,,,,,,180589,1,1,0,0
1,2362,400441,"Soles, fresh or chilled, nei","Soles,",Soles,Soles,,,,,,,7177,0,0,1,0
1,2363,400441,"Soles, frozen, nei","Soles, frozen,",Soles,Soles,,,,,,,571069,0,0,1,0
0,2364,690671,Solid surf clam,Solid surf clam,Solid surf clam,Surf clam,1,,,,,,33413,1,0,0,0
0,2365,100039,Solubles from fish,Solubles from fish,Marine fish,Marine fishes,1,,,,,,4870903,0,0,1,0
0,2366,100000,"Solubles from fish and marine mammals, nei","Solubles from fish and marine mammals,",Marine mammals,Marine animals,1,,,,,,2049722,0,0,1,0
0,2367,100000,Solubles from marine mammals,Solubles from marine mammals,Marine mammals,Marine animals,1,,,,,,6012,0,0,1,0
1,2368,604708,Sompat grunt,Sompat grunt,Sompat grunt,Sompat grunt,,,,,,,77036,1,0,0,0
1,2369,607626,Sordid rubberlip,Sordid rubberlip,Sordid rubberlip,Sordid rubberlip,,,,,,,882,1,0,0,0
0,2370,601477,"South African pilchard, prep. or pres., not minced","South African pilchard, prep. or pres., not minced",South African pilchard,Pacific sardine,1,,,,,,407696,0,0,1,0
0,2371,601477,South American pilchard,South American pilchard,South American pilchard,Pacific sardine,1,,,,,,74703430,1,0,0,0
1,2372,690374,South American rock mussel,South American rock mussel,South American rock mussel,South American rock mussel,,,,,,,214173.44,1,1,0,0
1,2373,603574,South American silver porgy,South American silver porgy,South American silver porgy,South American silver porgy,,,,,,,582,1,0,0,0
1,2374,600475,South Georgia icefish,South Georgia icefish,South Georgia icefish,South Georgia icefish,,,,,,,25888,1,0,0,0
1,2375,600324,South Pacific hake,South Pacific hake,South Pacific hake,South Pacific hake,,,,,,,7667183,1,0,0,0
1,2376,600324,"South Pacific hake fillets, frozen",South Pacific hake ,South Pacific hake ,South Pacific hake ,,,,,,,723953,0,0,1,0
0,2377,600324,"South Pacific hake, frozen","South Pacific hake, frozen","South Pacific hake, frozen",South Pacific hake,1,,,,,,1762851,0,0,1,0
0,2378,400441,Southeast Atlantic soles nei,Southeast Atlantic soles,Southeast Atlantic soles,Soles,1,,,,,,26898,1,0,0,0
1,2379,601661,Southern African anchovy,Southern African anchovy,Southern African anchovy,Southern African anchovy,,,,,,,15598022,1,0,0,0
0,2380,601477,Southern African pilchard,Southern African pilchard,Southern African pilchard,Pacific sardine,1,,,,,,22964434,1,0,0,0
0,2381,,Southern Australia scallop,Southern Australia scallop,Southern Australia scallop,Southern Australia scallop,-1,don't know,,,,,140,0,1,0,0
1,2382,600320,Southern blue whiting,Southern blue whiting,Southern blue whiting,Southern blue whiting,,,,,,,5006393,1,0,0,0
1,2383,600320,"Southern blue whiting fillets, fresh or chilled",Southern blue whiting fillets,Southern blue whiting,Southern blue whiting,,,,,,,1473,0,0,1,0
1,2384,600320,"Southern blue whiting fillets, frozen",Southern blue whiting ,Southern blue whiting,Southern blue whiting,,,,,,,34642,0,0,1,0
1,2385,600320,"Southern blue whiting, fresh or chilled",Southern blue whiting,Southern blue whiting,Southern blue whiting,,,,,,,6636,0,0,1,0
1,2386,600320,"Southern blue whiting, frozen","Southern blue whiting, frozen",Southern blue whiting,Southern blue whiting,,,,,,,410850,0,0,1,0
1,2387,600145,Southern bluefin tuna,Southern bluefin tuna,Southern bluefin tuna,Southern bluefin tuna,,,,,,,1762869,1,1,0,0
1,2388,600145,"Southern bluefin tuna(Thunnus maccoyii), fresh or chilled",Southern bluefin tuna(Thunnus maccoyii),Southern bluefin tuna,Southern bluefin tuna,,,,,,,103710,0,0,1,0
1,2389,600145,"Southern bluefin tuna(Thunnus maccoyii), frozen","Southern bluefin tuna(Thunnus maccoyii), frozen",Southern bluefin tuna,Southern bluefin tuna,,,,,,,202038,0,0,1,0
1,2390,600145,"Southern bluefin tuna(Thunnus maccoyii), live","Southern bluefin tuna(Thunnus maccoyii), live",Southern bluefin tuna,Southern bluefin tuna,,,,,,,539,0,0,1,0
1,2391,690376,Southern brown shrimp,Southern brown shrimp,Southern brown shrimp,Southern brown shrimp,,,,,,,4482,1,0,0,0
1,2392,600322,Southern hake,Southern hake,Southern hake,Southern hake,,,,,,,1503990,1,0,0,0
1,2393,600322,"Southern hake, fresh or chilled",Southern hake,Southern hake,Southern hake,,,,,,,253710,0,0,1,0
0,2394,600322,"Southern hake, frozen","Southern hake, frozen","Southern hake, frozen",Southern hake,1,,,,,,513473,0,0,1,0
1,2395,690377,Southern king crab,Southern king crab,Southern king crab,Southern king crab,,,,,,,123423,1,0,0,0
1,2396,600409,Southern kingcroaker,Southern kingcroaker,Southern kingcroaker,Southern kingcroaker,,,,,,,4,1,0,0,0
1,2397,608848,Southern lemon sole,Southern lemon sole,Southern lemon sole,Southern lemon sole,,,,,,,3740,1,0,0,0
0,2398,,Southern lobsterette,Southern lobsterette,Southern lobsterette,Southern lobsterette,-1,don't know,,,,,11,1,0,0,0
0,2399,600419,Southern meagre(=Mulloway),Southern meagre(=Mulloway),Southern meagre(=Mulloway),Southern meagre,1,,,,,,164392,1,0,0,0
1,2400,607145,Southern opah,Southern opah,Southern opah,Southern opah,,,,,,,0,1,0,0,0
1,2401,690378,Southern pink shrimp,Southern pink shrimp,Southern pink shrimp,Southern pink shrimp,,,,,,,562072,1,0,0,0
1,2402,654793,Southern rays bream,Southern rays bream,Southern rays bream,Southern rays bream,,,,,,,174462,1,0,0,0
1,2403,600171,Southern red snapper,Southern red snapper,Southern red snapper,Southern red snapper,,,,,,,460565,1,0,0,0
1,2404,690696,Southern rock lobster,Southern rock lobster,Southern rock lobster,Southern rock lobster,,,,,,,221182,1,0,0,0
1,2405,690379,Southern rough shrimp,Southern rough shrimp,Southern rough shrimp,Southern rough shrimp,,,,,,,3568601,1,0,0,0
1,2406,690381,Southern spiny lobster,Southern spiny lobster,Southern spiny lobster,Southern spiny lobster,,,,,,,31635,1,0,0,0
1,2407,601247,Southern stingray,Southern stingray,Southern stingray,Southern stingray,,,,,,,2836,1,0,0,0
1,2408,690382,Southern white shrimp,Southern white shrimp,Southern white shrimp,Southern white shrimp,,,,,,,30278,1,1,0,0
1,2409,612930,Southwest Atlantic butterfish,Southwest Atlantic butterfish,Southwest Atlantic butterfish,Southwest Atlantic butterfish,,,,,,,12501,1,0,0,0
0,2410,690901,Southwest Atlantic red crab,Southwest Atlantic red crab,Southwest Atlantic red crab,Chaceon notialis,1,,,,,,52620,1,0,0,0
1,2411,500934,Spadefishes nei,Spadefishes,Spadefishes,Spadefishes,,,,,,,4545,1,0,0,0
1,2412,601846,Spangled emperor,Spangled emperor,Spangled emperor,Spangled emperor,,,,,,,59753,1,0,0,0
1,2413,601733,Spanish ling,Spanish ling,Spanish ling,Spanish ling,,,,,,,111,1,0,0,0
0,2414,500487,"Spanish mackerel, fresh or chilled",Spanish mackerel,Spanish mackerel,Spanish mackerels,1,,,,,,323044,0,0,1,0
0,2415,500487,"Spanish mackerel, frozen","Spanish mackerel, frozen",Spanish mackerel,Spanish mackerels,1,,,,,,279711,0,0,1,0
0,2416,,Spanish slipper lobster,Spanish slipper lobster,Spanish slipper lobster,Spanish slipper lobster,-1,Scyllarides aequinoctialis,,,,,2,1,0,0,0
0,2417,,Speckled hind,Speckled hind,Speckled hind,Speckled hind,-1,Epinephelus drummondhayi,,,,,23,1,0,0,0
1,2418,690383,Speckled shrimp,Speckled shrimp,Speckled shrimp,Speckled shrimp,,,,,,,71128,1,1,0,0
0,2419,,Sperm oil,Sperm oil,Sperm oil,Sperm oil,-1,don't know,,,,,254765,0,0,1,0
1,2420,609146,Spiky oreo,Spiky oreo,Spiky oreo,Spiky oreo,,,,,,,2619,1,0,0,0
0,2421,500240,Spinefeet(=Rabbitfishes) nei,Spinefeet(=Rabbitfishes),Spinefeet(=Rabbitfishes),Spinefoots,1,,,,,,1255940.35,1,1,0,0
0,2422,,Spinner shark,Spinner shark,Spinner shark,Spinner shark,-1,Carcharhinus brevipinna,,,,,40,1,0,0,0
1,2423,690387,Spinous spider crab,Spinous spider crab,Spinous spider crab,Spinous spider crab,,,,,,,268014,1,1,0,0
1,2424,602577,Spiny butterfly ray,Spiny butterfly ray,Spiny butterfly ray,Spiny butterfly ray,,,,,,,339,1,0,0,0
0,2425,,Spiny eucheuma,Spiny eucheuma,Spiny eucheuma,Spiny eucheuma,-1,Eucheuma denticulatum,,,,,2911507.7,0,1,0,0
1,2426,600478,Spiny icefish,Spiny icefish,Spiny icefish,Spiny icefish,,,,,,,24203,1,0,0,0
1,2427,490039,"Spiny lobsters (Panulirus spp.), meat or tails, fresh or chilled","Spiny lobsters (Panulirus spp.), meat or tails",Spiny lobsters,Spiny lobsters,,,,,,,1414,0,0,1,0
1,2428,490039,"Spiny lobsters (Panulirus spp.), meat or tails, frozen","Spiny lobsters (Panulirus spp.), meat or tails, frozen",Spiny lobsters,Spiny lobsters,,,,,,,272480,0,0,1,0
1,2429,490039,"Spiny lobsters (Panulirus spp.), nei, fresh or chilled","Spiny lobsters (Panulirus spp.),",Spiny lobsters,Spiny lobsters,,,,,,,10077,0,0,1,0
1,2430,490039,"Spiny lobsters (Panulirus spp.), nei, frozen","Spiny lobsters (Panulirus spp.),, frozen",Spiny lobsters,Spiny lobsters,,,,,,,117024,0,0,1,0
1,2431,490039,"Spiny lobsters (Panulirus spp.), whole, fresh or chilled","Spiny lobsters (Panulirus spp.), whole",Spiny lobsters,Spiny lobsters,,,,,,,31916,0,0,1,0
1,2432,490039,"Spiny lobsters (Panulirus spp.), whole, frozen","Spiny lobsters (Panulirus spp.), whole, frozen",Spiny lobsters,Spiny lobsters,,,,,,,207358,0,0,1,0
1,2433,490039,Spiny lobsters nei,Spiny lobsters,Spiny lobsters,Spiny lobsters,,,,,,,10805,1,1,0,0
1,2434,617286,Spiny scorpionfish,Spiny scorpionfish,Spiny scorpionfish,Spiny scorpionfish,,,,,,,208,1,0,0,0
0,2435,490039,"Spiny-rock lobster, prepared or preserved","Spiny-rock lobster, prepared or preserved","Spiny-rock lobster, prepared or preserved",Spiny lobsters,1,,,,,,3053,0,0,1,0
0,2436,,Spiral babylon,Spiral babylon,Spiral babylon,Spiral babylon,-1,Babylonia spirata,,,,,5887,1,0,0,0
1,2437,601320,Splendid alfonsino,Splendid alfonsino,Splendid alfonsino,Splendid alfonsino,,,,,,,3507,1,0,0,0
0,2438,,Splitnose rockfish,Splitnose rockfish,Splitnose rockfish,Splitnose rockfish,-1,Sebastes diploproa,,,,,42,1,0,0,0
0,2439,,Sponges,Sponges,Sponges,Sponges,-1,don't know,,,,,39730.24,1,0,0,0
1,2440,600429,Spot croaker,Spot croaker,Spot croaker,Spot croaker,,,,,,,220516,1,0,0,0
0,2441,,Spot shrimp,Spot shrimp,Spot shrimp,Spot shrimp,-1,Pandalus platyceros,,,,,827,1,0,0,0
1,2442,614143,Spotback skate,Spotback skate,Spotback skate,Spotback skate,,,,,,,93,1,0,0,0
1,2443,628128,Spotfin flathead,Spotfin flathead,Spotfin flathead,Spotfin flathead,,,,,,,451,1,0,0,0
1,2444,690392,Spottail mantis squillid,Spottail mantis squillid,Spottail mantis squillid,Spottail mantis squillid,,,,,,,268352,1,0,0,0
0,2445,600884,Spot-tail shark,Spot-tail shark,Spot-tail shark,Spottail shark,1,,,,,,168859,1,0,0,0
1,2446,604504,Spottail spiny turbot,Spottail spiny turbot,Spottail spiny turbot,Spottail spiny turbot,,,,,,,12,1,0,0,0
0,2447,604826,Spotted coralgrouper,Spotted coralgrouper,Spotted coralgrouper,Leopard coralgrouper,1,,,,,,233.36,0,1,0,0
1,2448,605933,Spotted estuary smooth-hound,Spotted estuary smooth-hound,Spotted estuary smooth-hound,Spotted estuary smooth-hound,,,,,,,91844,1,0,0,0
1,2449,600348,Spotted grouper,Spotted grouper,Spotted grouper,Spotted grouper,,,,,,,1870,1,0,0,0
1,2450,614327,Spotted gurnard,Spotted gurnard,Spotted gurnard,Spotted gurnard,,,,,,,1406,1,0,0,0
